smiles,inchi,total_score,raw_HEK_classifier,raw_CAPAN_classifier
c1(NC(NCCC)=O)ccc(OCc2ccc(C)cn2)cc1,"InChI=1S/C17H21N3O2/c1-3-10-18-17(21)20-14-6-8-16(9-7-14)22-12-15-5-4-13(2)11-19-15/h4-9,11H,3,10,12H2,1-2H3,(H2,18,20,21)",0.2943412959575653,0.23,0.09
s1cccc1C(N1CCN(C)CC1)=O,"InChI=1S/C10H14N2OS/c1-11-4-6-12(7-5-11)10(13)9-3-2-8-14-9/h2-3,8H,4-7H2,1H3",0.2588348984718323,0.18749668,0.028181817
C(C)(COc1cc(N2CCCCC2)c(NC(=O)c2sccc2)cc1OC)C,"InChI=1S/C21H28N2O3S/c1-15(2)14-26-19-13-17(23-9-5-4-6-10-23)16(12-18(19)25-3)22-21(24)20-8-7-11-27-20/h7-8,11-13,15H,4-6,9-10,14H2,1-3H3,(H,22,24)",0.2392633110284805,0.17,0.12
c1(CC)nc(N2CCOCCC2)cc(-c2ccc3c(c2)scn3)n1,"InChI=1S/C18H20N4OS/c1-2-17-20-15(13-4-5-14-16(10-13)24-12-19-14)11-18(21-17)22-6-3-8-23-9-7-22/h4-5,10-12H,2-3,6-9H2,1H3",0.3343706727027893,0.3,0.1790909
c1c(OC)cc(OC)c(C(=O)c2cc[nH]c(=NC(=O)C3CC3)c2)c1,"InChI=1S/C18H18N2O4/c1-23-13-5-6-14(15(10-13)24-2)17(21)12-7-8-19-16(9-12)20-18(22)11-3-4-11/h5-11H,3-4H2,1-2H3,(H,19,20,22)",0.2653488516807556,0.2,0.11
c1cc(NC(N2Cc3c(cccc3)C2)=O)ccc1Oc1ccc(OC)cc1,"InChI=1S/C22H20N2O3/c1-26-19-10-12-21(13-11-19)27-20-8-6-18(7-9-20)23-22(25)24-14-16-4-2-3-5-17(16)15-24/h2-13H,14-15H2,1H3,(H,23,25)",0.2607662379741668,0.19,0.04
C(c1sc(C)cc1)=NNC(c1c(C)c(-c2ccccc2)n(-c2ccc(Cl)cc2)n1)=O,"InChI=1S/C23H19ClN4OS/c1-15-8-13-20(30-15)14-25-26-23(29)21-16(2)22(17-6-4-3-5-7-17)28(27-21)19-11-9-18(24)10-12-19/h3-14H,1-2H3,(H,26,29)",0.0,0.26,0.08
c1cc(NC(N2Cc3ccccc3C2)=O)ccc1N1CCC(C(=O)NCCCc2ccccc2)CC1,"InChI=1S/C30H34N4O2/c35-29(31-18-6-9-23-7-2-1-3-8-23)24-16-19-33(20-17-24)28-14-12-27(13-15-28)32-30(36)34-21-25-10-4-5-11-26(25)22-34/h1-5,7-8,10-15,24H,6,9,16-22H2,(H,31,35)(H,32,36)",0.2966265082359314,0.23,0.04
c1(OC)ccc(Oc2ncc(C(=O)NC3CC3)s2)cc1-c1sc(C)nc1C,"InChI=1S/C19H19N3O3S2/c1-10-17(26-11(2)21-10)14-8-13(6-7-15(14)24-3)25-19-20-9-16(27-19)18(23)22-12-4-5-12/h6-9,12H,4-5H2,1-3H3,(H,22,23)",0.347656786441803,0.29,0.13
c1(NC(N2Cc3c(cccc3)C2)=O)ccc(C(N2CCC(N3C(=O)CCCC3)CC2)=O)cc1,"InChI=1S/C26H30N4O3/c31-24-7-3-4-14-30(24)23-12-15-28(16-13-23)25(32)19-8-10-22(11-9-19)27-26(33)29-17-20-5-1-2-6-21(20)18-29/h1-2,5-6,8-11,23H,3-4,7,12-18H2,(H,27,33)",0.3264294862747192,0.26,0.01
c1cc(Oc2[nH]cnc(=O)c2)ccc1N1CCOCC1,"InChI=1S/C14H15N3O3/c18-13-9-14(16-10-15-13)20-12-3-1-11(2-4-12)17-5-7-19-8-6-17/h1-4,9-10H,5-8H2,(H,15,16,18)",0.3343319892883301,0.28,0.14
c1c(NC(=O)N2Cc3c(cccc3)C2)ccc(C(=O)N2CCC(N(C)C)C2)c1,"InChI=1S/C22H26N4O2/c1-24(2)20-11-12-25(15-20)21(27)16-7-9-19(10-8-16)23-22(28)26-13-17-5-3-4-6-18(17)14-26/h3-10,20H,11-15H2,1-2H3,(H,23,28)",0.3653462827205658,0.3,0.09
C1CC(NCc2cc3c(cccc3)nc2)CC1,"InChI=1S/C15H18N2/c1-4-8-15-13(5-1)9-12(11-17-15)10-16-14-6-2-3-7-14/h1,4-5,8-9,11,14,16H,2-3,6-7,10H2",0.3234315812587738,0.26,0.09
c1(NC(N2Cc3ccccc3C2)=O)ccc(C2CCCCC2)cc1,"InChI=1S/C21H24N2O/c24-21(23-14-18-8-4-5-9-19(18)15-23)22-20-12-10-17(11-13-20)16-6-2-1-3-7-16/h4-5,8-13,16H,1-3,6-7,14-15H2,(H,22,24)",0.3256694078445434,0.26,0.05
c1cc(N2CCOCC2)ccc1NC(c1sc2nc(N3CCOCC3)cc(C)c2c1N)=O,"InChI=1S/C23H27N5O3S/c1-15-14-18(28-8-12-31-13-9-28)26-23-19(15)20(24)21(32-23)22(29)25-16-2-4-17(5-3-16)27-6-10-30-11-7-27/h2-5,14H,6-13,24H2,1H3,(H,25,29)",0.4353721141815185,0.36,0.08
C(=O)(c1noc(-c2ccc(O)cc2)c1)Nc1ccc(OC)cc1,"InChI=1S/C17H14N2O4/c1-22-14-8-4-12(5-9-14)18-17(21)15-10-16(23-19-15)11-2-6-13(20)7-3-11/h2-10,20H,1H3,(H,18,21)",0.1371516436338424,0.0,0.0
c1(C)cc(N2CCOCC2)nc(N2CCOCC2)n1,"InChI=1S/C13H20N4O2/c1-11-10-12(16-2-6-18-7-3-16)15-13(14-11)17-4-8-19-9-5-17/h10H,2-9H2,1H3",0.3452780544757843,0.2874967,0.1290909
c1cc(NC(=O)Cc2ccccc2)ccc1OC1CCNCC1,"InChI=1S/C19H22N2O2/c22-19(14-15-4-2-1-3-5-15)21-16-6-8-17(9-7-16)23-18-10-12-20-13-11-18/h1-9,18,20H,10-14H2,(H,21,22)",0.3335809111595154,0.27,0.09
C(Nc1ccc(CC)cc1)(=O)c1oc(-c2nc3ccccc3c(=O)n2-c2ccc(OC)cc2)cc1,"InChI=1S/C28H23N3O4/c1-3-18-8-10-19(11-9-18)29-27(32)25-17-16-24(35-25)26-30-23-7-5-4-6-22(23)28(33)31(26)20-12-14-21(34-2)15-13-20/h4-17H,3H2,1-2H3,(H,29,32)",0.2602610290050506,0.19,0.06
c1c(CCCNc2ccc(C)cc2)cccc1,"InChI=1S/C16H19N/c1-14-9-11-16(12-10-14)17-13-5-8-15-6-3-2-4-7-15/h2-4,6-7,9-12,17H,5,8,13H2,1H3",0.3343319892883301,0.28,0.14
c1cc(N=c2[nH]cnc3sc(-c4ccccc4)cc32)c(C)cc1OCc1cccc(NC(=O)C)c1,"InChI=1S/C28H24N4O2S/c1-18-13-23(34-16-20-7-6-10-22(14-20)31-19(2)33)11-12-25(18)32-27-24-15-26(21-8-4-3-5-9-21)35-28(24)30-17-29-27/h3-15,17H,16H2,1-2H3,(H,31,33)(H,29,30,32)",0.854179322719574,0.76,0.13
C(c1ccccc1)C1c2ccccc2CCC1N1CCCC1,"InChI=1S/C21H25N/c1-2-8-17(9-3-1)16-20-19-11-5-4-10-18(19)12-13-21(20)22-14-6-7-15-22/h1-5,8-11,20-21H,6-7,12-16H2",0.2966265082359314,0.23,0.04
c1c(NC(=O)N2CCOCC2)ccc(NC(=O)N2c3ccccc3CCCC2)c1,"InChI=1S/C22H26N4O3/c27-21(25-13-15-29-16-14-25)23-18-8-10-19(11-9-18)24-22(28)26-12-4-3-6-17-5-1-2-7-20(17)26/h1-2,5,7-11H,3-4,6,12-16H2,(H,23,27)(H,24,28)",0.278412789106369,0.21,0.03
c1c2[nH]c(=Nc3ccc(OC)cc3)sc2cc(NC(=O)CCCc2ccccc2)c1,"InChI=1S/C24H23N3O2S/c1-29-20-13-10-18(11-14-20)26-24-27-21-15-12-19(16-22(21)30-24)25-23(28)9-5-8-17-6-3-2-4-7-17/h2-4,6-7,10-16H,5,8-9H2,1H3,(H,25,28)(H,26,27)",0.3795230686664581,0.31,0.03
c1(NC(=O)N2Cc3c(cccc3)C2)ccc(C(N2c3cc[nH]c3CCCC2)=O)cc1,"InChI=1S/C24H24N4O2/c29-23(28-14-4-3-7-21-22(28)12-13-25-21)17-8-10-20(11-9-17)26-24(30)27-15-18-5-1-2-6-19(18)16-27/h1-2,5-6,8-13,25H,3-4,7,14-16H2,(H,26,30)",0.3344039022922516,0.27,0.08
c1c[nH]c(=NC(=O)c2cc3sc(N4CCOCC4)nc3cc2)n1-c1ccc(Cl)cc1,"InChI=1S/C21H18ClN5O2S/c22-15-2-4-16(5-3-15)27-8-7-23-20(27)25-19(28)14-1-6-17-18(13-14)30-21(24-17)26-9-11-29-12-10-26/h1-8,13H,9-12H2,(H,23,25,28)",0.2062929570674896,0.12,0.06
c1(F)ccc(N=c2[nH]cnc3sccc32)cc1C(=O)Nc1ccc(CN2CCOCC2)cc1,"InChI=1S/C24H22FN5O2S/c25-21-6-5-18(28-22-19-7-12-33-24(19)27-15-26-22)13-20(21)23(31)29-17-3-1-16(2-4-17)14-30-8-10-32-11-9-30/h1-7,12-13,15H,8-11,14H2,(H,29,31)(H,26,27,28)",0.3449520170688629,0.63,0.33
c1c(OC)c(OC)ccc1C(=O)N=c1n(CC)c2c(s1)cccc2,"InChI=1S/C18H18N2O3S/c1-4-20-13-7-5-6-8-16(13)24-18(20)19-17(21)12-9-10-14(22-2)15(11-12)23-3/h5-11H,4H2,1-3H3",0.2501426041126251,0.17749667,0.048181817
c1c(NCc2ccc3c(c2)c(=NC)[nH]cn3)ccc(C(=O)NC2CC2)c1,"InChI=1S/C20H21N5O/c1-21-19-17-10-13(2-9-18(17)23-12-24-19)11-22-15-5-3-14(4-6-15)20(26)25-16-7-8-16/h2-6,9-10,12,16,22H,7-8,11H2,1H3,(H,25,26)(H,21,23,24)",0.1657399237155914,0.41,0.38
c1cc(OC)ccc1Cc1c(OC)nc2ccccc2c1N1CCOCC1,"InChI=1S/C22H24N2O3/c1-25-17-9-7-16(8-10-17)15-19-21(24-11-13-27-14-12-24)18-5-3-4-6-20(18)23-22(19)26-2/h3-10H,11-15H2,1-2H3",0.2504697442054748,0.17749667,0.03
c1cc(NC(=O)N2Cc3ccccc3C2)ccc1C(=O)N1CCCCOC1,"InChI=1S/C21H23N3O3/c25-20(23-11-3-4-12-27-15-23)16-7-9-19(10-8-16)22-21(26)24-13-17-5-1-2-6-18(17)14-24/h1-2,5-10H,3-4,11-15H2,(H,22,26)",0.0,0.14,0.06909091
C(c1ccc(NC(N2Cc3ccccc3C2)=O)cc1)(=O)N1CCCC1,"InChI=1S/C20H21N3O2/c24-19(22-11-3-4-12-22)15-7-9-18(10-8-15)21-20(25)23-13-16-5-1-2-6-17(16)14-23/h1-2,5-10H,3-4,11-14H2,(H,21,25)",0.3554170131683349,0.29,0.08
c1c(NC(N2Cc3cnccc3C2)=O)ccc(C(N2CCC(c3ccccc3)CC2)=O)c1,"InChI=1S/C26H26N4O2/c31-25(29-14-11-20(12-15-29)19-4-2-1-3-5-19)21-6-8-24(9-7-21)28-26(32)30-17-22-10-13-27-16-23(22)18-30/h1-10,13,16,20H,11-12,14-15,17-18H2,(H,28,32)",0.3641764223575592,0.3,0.1
c1cc(NC(c2sccc2)=N)ccc1C1CC1c1nc2c(cccc2)cn1,"InChI=1S/C22H18N4S/c23-21(20-6-3-11-27-20)25-16-9-7-14(8-10-16)17-12-18(17)22-24-13-15-4-1-2-5-19(15)26-22/h1-11,13,17-18H,12H2,(H2,23,25)",0.3396012485027313,0.28,0.12
c1(NC(c2sc3nc4c(cc3c2N)CCCCC4)=O)ccccc1,"InChI=1S/C19H19N3OS/c20-16-14-11-12-7-3-1-6-10-15(12)22-19(14)24-17(16)18(23)21-13-8-4-2-5-9-13/h2,4-5,8-9,11H,1,3,6-7,10,20H2,(H,21,23)",0.969860017299652,1.0,0.0
c1(C(NCCCN2CCOCC2)=O)ccc(NC(=O)N2Cc3c(cccc3)C2)cc1,"InChI=1S/C23H28N4O3/c28-22(24-10-3-11-26-12-14-30-15-13-26)18-6-8-21(9-7-18)25-23(29)27-16-19-4-1-2-5-20(19)17-27/h1-2,4-9H,3,10-17H2,(H,24,28)(H,25,29)",0.2437371015548706,0.17,0.06
c1(-c2csc(C(NC)=O)c2)ccc(NC(=O)NCc2ccccc2)cc1,"InChI=1S/C20H19N3O2S/c1-21-19(24)18-11-16(13-26-18)15-7-9-17(10-8-15)23-20(25)22-12-14-5-3-2-4-6-14/h2-11,13H,12H2,1H3,(H,21,24)(H2,22,23,25)",0.3419497907161712,0.4,0.25
n1c(N2CCOCC2)nc(N2CCOCC2)cc1-c1cc(NC(=O)c2cc3c(cc2)CCCC3)ccc1,"InChI=1S/C29H33N5O3/c35-28(24-9-8-21-4-1-2-5-22(21)18-24)30-25-7-3-6-23(19-25)26-20-27(33-10-14-36-15-11-33)32-29(31-26)34-12-16-37-17-13-34/h3,6-9,18-20H,1-2,4-5,10-17H2,(H,30,35)",0.5390669703483582,0.67,0.26
C(=C1CN(C)CC(=Cc2sccn2)C1=O)c1cn(C)c2ccccc21,"InChI=1S/C20H19N3OS/c1-22-11-15(20(24)16(12-22)10-19-21-7-8-25-19)9-14-13-23(2)18-6-4-3-5-17(14)18/h3-10,13H,11-12H2,1-2H3",0.3038100302219391,0.24,0.09
c1cc(NC(N2Cc3ccccc3C2)=O)ccc1C(N1CCC(N2CCOCC2)CC1)=O,"InChI=1S/C25H30N4O3/c30-24(28-11-9-23(10-12-28)27-13-15-32-16-14-27)19-5-7-22(8-6-19)26-25(31)29-17-20-3-1-2-4-21(20)18-29/h1-8,23H,9-18H2,(H,26,31)",0.3674694299697876,0.3,0.06
c1cc(NC(=O)N2Cc3ccccc3C2)ccc1C1CCCNC1,"InChI=1S/C20H23N3O/c24-20(23-13-17-4-1-2-5-18(17)14-23)22-19-9-7-15(8-10-19)16-6-3-11-21-12-16/h1-2,4-5,7-10,16,21H,3,6,11-14H2,(H,22,24)",0.2593957185745239,0.19,0.08
c1c(NC(Cc2ccccc2)=O)ccc(C(N2CCOCC2)=O)c1,"InChI=1S/C19H20N2O3/c22-18(14-15-4-2-1-3-5-15)20-17-8-6-16(7-9-17)19(23)21-10-12-24-13-11-21/h1-9H,10-14H2,(H,20,22)",0.3125033974647522,0.25,0.1
c1(N2CCOCC2)ccc(N=c2[nH]cnc3sccc32)cc1NC(=O)c1ccc(OC2CCCCC2)cc1,"InChI=1S/C29H31N5O3S/c35-28(20-6-9-23(10-7-20)37-22-4-2-1-3-5-22)33-25-18-21(8-11-26(25)34-13-15-36-16-14-34)32-27-24-12-17-38-29(24)31-19-30-27/h6-12,17-19,22H,1-5,13-16H2,(H,33,35)(H,30,31,32)",0.8263106346130371,0.82,0.18
c1ccc(NC(=O)N2Cc3ccccc3C2)cc1C(N1CCOCC1)=O,"InChI=1S/C20H21N3O3/c24-19(22-8-10-26-11-9-22)15-6-3-7-18(12-15)21-20(25)23-13-16-4-1-2-5-17(16)14-23/h1-7,12H,8-11,13-14H2,(H,21,25)",0.2403601855039596,0.16499335,0.03
c1c(NC(c2cc(-c3ccc4ccccc4c3)oc2C)=O)ccc(N2CCCCC2)c1,"InChI=1S/C27H26N2O2/c1-19-25(18-26(31-19)22-10-9-20-7-3-4-8-21(20)17-22)27(30)28-23-11-13-24(14-12-23)29-15-5-2-6-16-29/h3-4,7-14,17-18H,2,5-6,15-16H2,1H3,(H,28,30)",0.4824492037296295,0.42,0.16
c1c(OC)ccc(NC(=O)N2CCc3cc(N4CCOCC4)ccc3C2)c1,"InChI=1S/C21H25N3O3/c1-26-20-6-3-18(4-7-20)22-21(25)24-9-8-16-14-19(5-2-17(16)15-24)23-10-12-27-13-11-23/h2-7,14H,8-13,15H2,1H3,(H,22,25)",0.2867586016654968,0.22,0.06
C(=O)(CCc1ccccc1)Nc1cccnc1,"InChI=1S/C14H14N2O/c17-14(16-13-7-4-10-15-11-13)9-8-12-5-2-1-3-6-12/h1-7,10-11H,8-9H2,(H,16,17)",0.2281337827444076,0.15,0.05909091
c1c2c(ccc(S(=O)(N=c3[nH]ccs3)=O)c2)ccc1-c1ccc(NC)cc1,"InChI=1S/C20H17N3O2S2/c1-21-18-7-4-14(5-8-18)16-3-2-15-6-9-19(13-17(15)12-16)27(24,25)23-20-22-10-11-26-20/h2-13,21H,1H3,(H,22,23)",0.2774898707866668,0.24,0.18
c1nc(=NCC)[nH]c(N2CCCCC2)c1,"InChI=1S/C11H18N4/c1-2-12-11-13-7-6-10(14-11)15-8-4-3-5-9-15/h6-7H,2-5,8-9H2,1H3,(H,12,13,14)",0.381924420595169,0.31749666,0.11
c1(=NCc2ccc(N3CCOCC3)cc2)nc(N2CCOCC2)[nH]c(N2CCOCC2)n1,"InChI=1S/C22H31N7O3/c1-3-19(27-5-11-30-12-6-27)4-2-18(1)17-23-20-24-21(28-7-13-31-14-8-28)26-22(25-20)29-9-15-32-16-10-29/h1-4H,5-17H2,(H,23,24,25,26)",0.4376724064350128,0.36,0.04
c1cc(NC(=O)NCCc2ccccc2)ccc1CN1CCOCC1,"InChI=1S/C20H25N3O2/c24-20(21-11-10-17-4-2-1-3-5-17)22-19-8-6-18(7-9-19)16-23-12-14-25-15-13-23/h1-9H,10-16H2,(H2,21,22,24)",0.3037782609462738,0.23749667,0.03909091
c1c(NC(c2sccc2)=O)cccc1NC(=O)c1ccc(CN2CCCCC2)cc1,"InChI=1S/C24H25N3O2S/c28-23(19-11-9-18(10-12-19)17-27-13-2-1-3-14-27)25-20-6-4-7-21(16-20)26-24(29)22-8-5-15-30-22/h4-12,15-16H,1-3,13-14,17H2,(H,25,28)(H,26,29)",0.3336950242519378,0.3,0.18
c1c(C)c(NC(c2sc3nc4c(cc3c2N)CCCCC4)=O)ccc1,"InChI=1S/C20H21N3OS/c1-12-7-5-6-9-15(12)22-19(24)18-17(21)14-11-13-8-3-2-4-10-16(13)23-20(14)25-18/h5-7,9,11H,2-4,8,10,21H2,1H3,(H,22,24)",0.8791710138320923,0.76,0.01
c1ccsc1-c1nccc(N2CCOCC2)n1,"InChI=1S/C12H13N3OS/c1-2-10(17-9-1)12-13-4-3-11(14-12)15-5-7-16-8-6-15/h1-4,9H,5-8H2",0.3211116790771484,0.25499335,0.03
c1c(NC(=O)N2Cc3ccccc3C2)ccc(C(=O)N2CCC(C)CC2)c1,"InChI=1S/C22H25N3O2/c1-16-10-12-24(13-11-16)21(26)17-6-8-20(9-7-17)23-22(27)25-14-18-4-2-3-5-19(18)15-25/h2-9,16H,10-15H2,1H3,(H,23,27)",0.3687326908111572,0.3,0.01
n1ccccc1N1CCC(C(=O)NCc2ccccc2)CC1,"InChI=1S/C18H21N3O/c22-18(20-14-15-6-2-1-3-7-15)16-9-12-21(13-10-16)17-8-4-5-11-19-17/h1-8,11,16H,9-10,12-14H2,(H,20,22)",0.2190232276916504,0.13749667,0.05
C(c1sc2c(c1N)c(=O)nc(CCC)[nH]2)CC,"InChI=1S/C12H17N3OS/c1-3-5-7-10(13)9-11(16)14-8(6-4-2)15-12(9)17-7/h3-6,13H2,1-2H3,(H,14,15,16)",0.2395660579204559,0.16749667,0.1
c1cc(N(C)C)ccc1C=C(c1ccccc1)C(N1CCCC1)=O,"InChI=1S/C21H24N2O/c1-22(2)19-12-10-17(11-13-19)16-20(18-8-4-3-5-9-18)21(24)23-14-6-7-15-23/h3-5,8-13,16H,6-7,14-15H2,1-2H3",0.4112483561038971,0.34749666,0.13
C(C(Nc1c(Br)cccc1)=O)c1ccc(Cl)cc1,"InChI=1S/C14H11BrClNO/c15-12-3-1-2-4-13(12)17-14(18)9-10-5-7-11(16)8-6-10/h1-8H,9H2,(H,17,18)",0.1630871444940567,0.05,0.0
c1c(-c2cn(C)nc2)ccc(CN=c2[nH]c(N3CCOCC3)cc(C)n2)c1,"InChI=1S/C20H24N6O/c1-15-11-19(26-7-9-27-10-8-26)24-20(23-15)21-12-16-3-5-17(6-4-16)18-13-22-25(2)14-18/h3-6,11,13-14H,7-10,12H2,1-2H3,(H,21,23,24)",0.2656567096710205,0.51,0.34
N(Cc1cccc(OC)c1)CC1COCCN1c1nn2c(ccc2)cc1,"InChI=1S/C20H24N4O2/c1-25-19-6-2-4-16(12-19)13-21-14-18-15-26-11-10-23(18)20-8-7-17-5-3-9-24(17)22-20/h2-9,12,18,21H,10-11,13-15H2,1H3",0.2525361478328705,0.18,0.03
c1c(NC(N2Cc3c(cccc3)C2)=O)ccc(C(N2Cc3ccccc3C2)=O)c1,"InChI=1S/C24H21N3O2/c28-23(26-13-18-5-1-2-6-19(18)14-26)17-9-11-22(12-10-17)25-24(29)27-15-20-7-3-4-8-21(20)16-27/h1-12H,13-16H2,(H,25,29)",0.3344039022922516,0.27,0.08
c1c(NC(=O)c2sccc2)cc(-c2oc3c(cccn3)n2)cc1,"InChI=1S/C17H11N3O2S/c21-15(14-7-3-9-23-14)19-12-5-1-4-11(10-12)16-20-13-6-2-8-18-17(13)22-16/h1-10H,(H,19,21)",0.3261507451534271,0.26,0.03
C(c1cccc(NC(c2sc3c(c(=NCc4ccccc4)[nH]cn3)c2)=O)c1)(=O)NC1CC1,"InChI=1S/C24H21N5O2S/c30-22(28-17-9-10-17)16-7-4-8-18(11-16)29-23(31)20-12-19-21(26-14-27-24(19)32-20)25-13-15-5-2-1-3-6-15/h1-8,11-12,14,17H,9-10,13H2,(H,28,30)(H,29,31)(H,25,26,27)",0.6653018593788147,0.5974967,0.18
c1cc(NC(=O)N2Cc3c(cncc3)C2)ccc1C(=O)N1CCOCC1C,"InChI=1S/C20H22N4O3/c1-14-13-27-9-8-24(14)19(25)15-2-4-18(5-3-15)22-20(26)23-11-16-6-7-21-10-17(16)12-23/h2-7,10,14H,8-9,11-13H2,1H3,(H,22,26)",0.3439523577690124,0.28,0.09
c1(C(NCc2cccnc2)=O)nccc(N2CCOCC2)c1,"InChI=1S/C16H18N4O2/c21-16(19-12-13-2-1-4-17-11-13)15-10-14(3-5-18-15)20-6-8-22-9-7-20/h1-5,10-11H,6-9,12H2,(H,19,21)",0.2679699957370758,0.2,0.08
c1(NC(N2Cc3ccccc3C2)=O)ccc(C(N2CCC(O)(c3ccccc3)CC2)=O)cc1,"InChI=1S/C27H27N3O3/c31-25(29-16-14-27(33,15-17-29)23-8-2-1-3-9-23)20-10-12-24(13-11-20)28-26(32)30-18-21-6-4-5-7-22(21)19-30/h1-13,33H,14-19H2,(H,28,32)",0.3795230686664581,0.31,0.03
c1cc2c(cc(-c3sc(C)c(C)n3)cc2NC(=O)C)cc1,"InChI=1S/C17H16N2OS/c1-10-11(2)21-17(18-10)14-8-13-6-4-5-7-15(13)16(9-14)19-12(3)20/h4-9H,1-3H3,(H,19,20)",0.2816486954689026,0.22,0.11909091
c1c(N=c2[nH]cnc3sc(C)cc32)ccc(C(=O)Nc2cc3c(cc2)CCC3)c1,"InChI=1S/C23H20N4OS/c1-14-11-20-21(24-13-25-23(20)29-14)26-18-8-6-16(7-9-18)22(28)27-19-10-5-15-3-2-4-17(15)12-19/h5-13H,2-4H2,1H3,(H,27,28)(H,24,25,26)",0.6791542768478394,0.76749665,0.23
c1(Cc2sc(=NC(=O)NC)[nH]n2)ccc(OC)c(OC)c1,"InChI=1S/C13H16N4O3S/c1-14-12(18)15-13-17-16-11(21-13)7-8-4-5-9(19-2)10(6-8)20-3/h4-6H,7H2,1-3H3,(H2,14,15,17,18)",0.2525487244129181,0.18,0.02909091
c1cc(-c2ccc(NC(c3sccc3)=O)cc2)ccc1CN1CCOCC1,"InChI=1S/C22H22N2O2S/c25-22(21-2-1-15-27-21)23-20-9-7-19(8-10-20)18-5-3-17(4-6-18)16-24-11-13-26-14-12-24/h1-10,15H,11-14,16H2,(H,23,25)",0.3109964430332184,0.27,0.17
c1cc(C)ccc1-c1nc(CNCCc2ccccc2)co1,"InChI=1S/C19H20N2O/c1-15-7-9-17(10-8-15)19-21-18(14-22-19)13-20-12-11-16-5-3-2-4-6-16/h2-10,14,20H,11-13H2,1H3",0.2521634697914123,0.18,0.05
c1(N2CCOCCC2)cnn(C)c(=O)c1,"InChI=1S/C10H15N3O2/c1-12-10(14)7-9(8-11-12)13-3-2-5-15-6-4-13/h7-8H,2-6H2,1H3",0.2921812832355499,0.23,0.11
c1cc(NC(c2sccc2)=N)ccc1OC1CCCC1,"InChI=1S/C16H18N2OS/c17-16(15-6-3-11-20-15)18-12-7-9-14(10-8-12)19-13-4-1-2-5-13/h3,6-11,13H,1-2,4-5H2,(H2,17,18)",0.3047384321689605,0.25,0.14
Cc1cc(NC(=O)N2CCCCC2)ccc1,"InChI=1S/C13H18N2O/c1-11-6-5-7-12(10-11)14-13(16)15-8-3-2-4-9-15/h5-7,10H,2-4,8-9H2,1H3,(H,14,16)",0.2525361478328705,0.18,0.03
c1cc(NC(=NC2CCCCC2)C)c2ccccc2c1,"InChI=1S/C18H22N2/c1-14(19-16-10-3-2-4-11-16)20-18-13-7-9-15-8-5-6-12-17(15)18/h5-9,12-13,16H,2-4,10-11H2,1H3,(H,19,20)",0.3013924956321716,0.25,0.15
c1c(-c2cnc3cnccc3c2)cc2c(c1)n(C)c(=O)[nH]2,"InChI=1S/C16H12N4O/c1-20-15-3-2-10(7-13(15)19-16(20)21)12-6-11-4-5-17-9-14(11)18-8-12/h2-9H,1H3,(H,19,21)",0.3947158753871918,0.34,0.15
c1(N2CCOCC2)cc(N=c2[nH]cnc3c2cccc3)ccc1NC(C1CC1)=O,"InChI=1S/C22H23N5O2/c28-22(15-5-6-15)26-19-8-7-16(13-20(19)27-9-11-29-12-10-27)25-21-17-3-1-2-4-18(17)23-14-24-21/h1-4,7-8,13-15H,5-6,9-12H2,(H,26,28)(H,23,24,25)",0.8413977026939392,0.8574967,0.18
c1(N2C(=O)c3c(cccc3)C2)ccc(C(N2CCN(c3ccccc3)CC2)=O)cc1,"InChI=1S/C25H23N3O2/c29-24(27-16-14-26(15-17-27)21-7-2-1-3-8-21)19-10-12-22(13-11-19)28-18-20-6-4-5-9-23(20)25(28)30/h1-13H,14-18H2",0.2950675189495086,0.23,0.08
c1c(-c2nc(N3CCOCC3)c3c(n(C)c(N4CCOCC4)n3)n2)ccc(NC(=O)CO)c1,"InChI=1S/C22H27N7O4/c1-27-20-18(24-22(27)29-8-12-33-13-9-29)21(28-6-10-32-11-7-28)26-19(25-20)15-2-4-16(5-3-15)23-17(31)14-30/h2-5,30H,6-14H2,1H3,(H,23,31)",0.3658321499824524,0.31,0.14
c1c(NC(=O)N2CCCCCC2)ccc(C(N2c3ccccc3CCC2)=O)c1,"InChI=1S/C23H27N3O2/c27-22(26-17-7-9-18-8-3-4-10-21(18)26)19-11-13-20(14-12-19)24-23(28)25-15-5-1-2-6-16-25/h3-4,8,10-14H,1-2,5-7,9,15-17H2,(H,24,28)",0.2440055310726165,0.17,0.05
c1c(NC(=O)N2Cc3ccccc3C2)ccc(C(N2CCN(C)CC2)=O)c1,"InChI=1S/C21H24N4O2/c1-23-10-12-24(13-11-23)20(26)16-6-8-19(9-7-16)22-21(27)25-14-17-4-2-3-5-18(17)15-25/h2-9H,10-15H2,1H3,(H,22,27)",0.3263090848922729,0.26,0.02
CN(C)c1c(NC(N2CCCCCC2)=O)cccc1,"InChI=1S/C15H23N3O/c1-17(2)14-10-6-5-9-13(14)16-15(19)18-11-7-3-4-8-12-18/h5-6,9-10H,3-4,7-8,11-12H2,1-2H3,(H,16,19)",0.2446435689926147,0.17,0.0
