smiles,inchi,total_score,raw_HEK_classifier,raw_CFPAC_classifier
c1(NCc2cnc3c(c2)cccc3)[nH]c(=N)[nH]c(=NC2CCCC2)c1,"InChI=1S/C19H22N6/c20-19-24-17(10-18(25-19)23-15-6-2-3-7-15)22-12-13-9-14-5-1-4-8-16(14)21-11-13/h1,4-5,8-11,15H,2-3,6-7,12H2,(H4,20,22,23,24,25)",0.3084301054477691,0.38,0.26
c1(-c2[nH]ccn2)c[nH]c(=NC2CCCC2)[nH]c1=N,"InChI=1S/C12H16N6/c13-10-9(11-14-5-6-15-11)7-16-12(18-10)17-8-3-1-2-4-8/h5-8H,1-4H2,(H,14,15)(H3,13,16,17,18)",0.2760916650295257,0.21,0.09
s1c(=NC(=c2ccc(=CCc3ccccc3)[nH]2)C)[nH]c(N2CCOCC2)c1,"InChI=1S/C21H24N4OS/c1-16(22-21-24-20(15-27-21)25-11-13-26-14-12-25)19-10-9-18(23-19)8-7-17-5-3-2-4-6-17/h2-6,8-10,15,23H,7,11-14H2,1H3,(H,22,24)",0.2186453491449356,0.14,0.1
c1(-c2cc[nH]c(=NC3CC3)n2)cc(NS(=O)(=O)C2CC2)ccc1C,"InChI=1S/C17H20N4O2S/c1-11-2-3-13(21-24(22,23)14-6-7-14)10-15(11)16-8-9-18-17(20-16)19-12-4-5-12/h2-3,8-10,12,14,21H,4-7H2,1H3,(H,18,19,20)",0.2480799108743667,0.36,0.29
c12[nH]c(=N)sc1nc(-c1ccncc1)cc2C(OCC)=O,"InChI=1S/C14H12N4O2S/c1-2-20-13(19)9-7-10(8-3-5-16-6-4-8)17-12-11(9)18-14(15)21-12/h3-7H,2H2,1H3,(H2,15,18)",0.0,0.22,0.03
c1ccc2c(=NCCNC(=O)c3cccs3)[nH]cnc2c1OC,"InChI=1S/C16H16N4O2S/c1-22-12-5-2-4-11-14(12)19-10-20-15(11)17-7-8-18-16(21)13-6-3-9-23-13/h2-6,9-10H,7-8H2,1H3,(H,18,21)(H,17,19,20)",0.4646751880645752,0.38749668,0.10909091
N(=c1cc[nH]c2cc(N3CCOCC3)ccc12)c1ccc(C(=O)NCC2CC2)cc1,"InChI=1S/C24H26N4O2/c29-24(26-16-17-1-2-17)18-3-5-19(6-4-18)27-22-9-10-25-23-15-20(7-8-21(22)23)28-11-13-30-14-12-28/h3-10,15,17H,1-2,11-14,16H2,(H,25,27)(H,26,29)",0.2650097608566284,0.72,0.39
c1(C)[nH]c(=NCc2c(-c3ccccc3)nc(-c3ccsc3)[nH]2)sc1C(OC)=O,"InChI=1S/C20H18N4O2S2/c1-12-17(19(25)26-2)28-20(22-12)21-10-15-16(13-6-4-3-5-7-13)24-18(23-15)14-8-9-27-11-14/h3-9,11H,10H2,1-2H3,(H,21,22)(H,23,24)",0.0,0.36749667,0.04
N(c1cc(-c2cncnc2)ccc1N1CCOCC1)C(=O)c1ccc(N2CCCCC2)cc1,"InChI=1S/C26H29N5O2/c32-26(20-4-7-23(8-5-20)30-10-2-1-3-11-30)29-24-16-21(22-17-27-19-28-18-22)6-9-25(24)31-12-14-33-15-13-31/h4-9,16-19H,1-3,10-15H2,(H,29,32)",0.7343482375144958,0.63,0.14909092
c1cc2[nH]c(O)c(N=NC(=O)c3ccc(NS(=O)(c4ccccc4)=O)cc3)c2cc1,"InChI=1S/C21H16N4O4S/c26-20(24-23-19-17-8-4-5-9-18(17)22-21(19)27)14-10-12-15(13-11-14)25-30(28,29)16-6-2-1-3-7-16/h1-13,22,25,27H",0.3343319892883301,0.28,0.14
c1ccc(-c2ccc(NCC3CCOCC3)c(NC(=O)NCC3CC3)c2)cc1,"InChI=1S/C23H29N3O2/c27-23(25-16-17-6-7-17)26-22-14-20(19-4-2-1-3-5-19)8-9-21(22)24-15-18-10-12-28-13-11-18/h1-5,8-9,14,17-18,24H,6-7,10-13,15-16H2,(H2,25,26,27)",0.3892643451690674,0.32,0.07
c1(-c2ccc3[nH]c(=N)sc3c2)[nH]c(=NC2CC2)c2c(ncn(C)c2=O)c1,"InChI=1S/C18H16N6OS/c1-24-8-20-13-7-12(9-2-5-11-14(6-9)26-18(19)23-11)22-16(15(13)17(24)25)21-10-3-4-10/h2,5-8,10H,3-4H2,1H3,(H2,19,23)(H,21,22)",0.3508782982826233,0.31,0.17
c1c(OCCN2CCCC2)c2ccccc2cc1-c1ccc(NC2CC2)c(C(=O)N)c1,"InChI=1S/C26H29N3O2/c27-26(30)23-16-18(7-10-24(23)28-21-8-9-21)20-15-19-5-1-2-6-22(19)25(17-20)31-14-13-29-11-3-4-12-29/h1-2,5-7,10,15-17,21,28H,3-4,8-9,11-14H2,(H2,27,30)",0.2583783864974975,0.3,0.25
O=c1[nH]c(=O)c(NCCc2ccccc2)c(N)[nH]1,"InChI=1S/C12H14N4O2/c13-10-9(11(17)16-12(18)15-10)14-7-6-8-4-2-1-3-5-8/h1-5,14H,6-7H2,(H4,13,15,16,17,18)",0.2654227316379547,0.21,0.15
c1c(N=c2[nH]cc[nH]2)ccc(Oc2ccccc2)c1-c1sc(=NC2CCOCC2)[nH]n1,"InChI=1S/C22H22N6O2S/c1-2-4-17(5-3-1)30-19-7-6-16(25-21-23-10-11-24-21)14-18(19)20-27-28-22(31-20)26-15-8-12-29-13-9-15/h1-7,10-11,14-15H,8-9,12-13H2,(H,26,28)(H2,23,24,25)",0.2086920291185379,0.3,0.29
c1(=NC2CCCCC2)[nH]c(-c2cccnc2)nc2cc(N3CCCCC3)ccc12,"InChI=1S/C24H29N5/c1-3-9-19(10-4-1)26-24-21-12-11-20(29-14-5-2-6-15-29)16-22(21)27-23(28-24)18-8-7-13-25-17-18/h7-8,11-13,16-17,19H,1-6,9-10,14-15H2,(H,26,27,28)",0.2903696596622467,0.34,0.25
c1(-c2sc3ccccc3n2)cc2n(c(-c3cnc(-c4c[nH]c(=N)cn4)cc3)nc2)cc1,"InChI=1S/C23H15N7S/c24-21-13-26-19(12-27-21)17-6-5-15(10-25-17)22-28-11-16-9-14(7-8-30(16)22)23-29-18-3-1-2-4-20(18)31-23/h1-13H,(H2,24,27)",0.3653462827205658,0.3,0.09
c1(-c2c3c([nH]n2)cc(=NC(NCCc2ccccc2)=O)[nH]c3)ccncc1,"InChI=1S/C20H18N6O/c27-20(22-11-6-14-4-2-1-3-5-14)24-18-12-17-16(13-23-18)19(26-25-17)15-7-9-21-10-8-15/h1-5,7-10,12-13H,6,11H2,(H,25,26)(H2,22,23,24,27)",0.3878247439861297,0.33,0.14
c1(CCNC(=O)c2ccc3c(c2)CCC3)ccc(N2CCCCC2)cc1,"InChI=1S/C23H28N2O/c26-23(21-10-9-19-5-4-6-20(19)17-21)24-14-13-18-7-11-22(12-8-18)25-15-2-1-3-16-25/h7-12,17H,1-6,13-16H2,(H,24,26)",0.3161429762840271,0.25,0.03
N1(c2c3c(ccc(-c4cnn(C5CC5)c4)c3)ncc2)CCCC1,"InChI=1S/C19H20N4/c1-2-10-22(9-1)19-7-8-20-18-6-3-14(11-17(18)19)15-12-21-23(13-15)16-4-5-16/h3,6-8,11-13,16H,1-2,4-5,9-10H2",0.3751538395881653,0.31,0.1
c1cc(Oc2cn[nH]c2-c2cc(-c3[nH]c(=N)[nH]c(=N)n3)ccc2)ccc1OC1CC1,"InChI=1S/C21H19N7O2/c22-20-25-19(26-21(23)27-20)13-3-1-2-12(10-13)18-17(11-24-28-18)30-16-8-6-15(7-9-16)29-14-4-5-14/h1-3,6-11,14H,4-5H2,(H,24,28)(H4,22,23,25,26,27)",0.4132077693939209,0.40749666,0.21
n1c(-c2c[nH]nc2)cc(Oc2ccc(NC(NC3CC3)=O)cc2)cc1,"InChI=1S/C18H17N5O2/c24-18(22-13-1-2-13)23-14-3-5-15(6-4-14)25-16-7-8-19-17(9-16)12-10-20-21-11-12/h3-11,13H,1-2H2,(H,20,21)(H2,22,23,24)",0.3000296354293823,0.35,0.24909091
[nH]1c(=N)[nH]c(=O)c(NCC2CC2)c1OCc1ccccc1,"InChI=1S/C15H18N4O2/c16-15-18-13(20)12(17-8-10-6-7-10)14(19-15)21-9-11-4-2-1-3-5-11/h1-5,10,17H,6-9H2,(H3,16,18,19,20)",0.3641764223575592,0.3,0.1
c1(-c2ccc3c(N4CCOCC4)ccnc3c2)[nH]c(=NCCCN2CCOCC2)nc(C)c1,"InChI=1S/C25H32N6O2/c1-19-17-22(29-25(28-19)27-6-2-8-30-9-13-32-14-10-30)20-3-4-21-23(18-20)26-7-5-24(21)31-11-15-33-16-12-31/h3-5,7,17-18H,2,6,8-16H2,1H3,(H,27,28,29)",0.3461214601993561,0.47,0.28
c1c(NC2=NCC(C)S2)ccc2[nH]c(=NC(=O)c3sccc3)sc12,"InChI=1S/C16H14N4OS3/c1-9-8-17-15(23-9)18-10-4-5-11-13(7-10)24-16(19-11)20-14(21)12-3-2-6-22-12/h2-7,9H,8H2,1H3,(H,17,18)(H,19,20,21)",0.6164532899856567,0.54,0.17
c1c(-c2n(CCNC3CC3)c(=O)[nH]c2C)ccc(-c2ccc(OCCN3CCOCC3)cc2)c1,"InChI=1S/C27H34N4O3/c1-20-26(31(27(32)29-20)13-12-28-24-8-9-24)23-4-2-21(3-5-23)22-6-10-25(11-7-22)34-19-16-30-14-17-33-18-15-30/h2-7,10-11,24,28H,8-9,12-19H2,1H3,(H,29,32)",0.360724538564682,0.3,0.12
c1(-c2[nH]c3nc[nH]c(=O)c3c2)cc(OC2CCOCC2)cc(NC(=O)c2ccco2)c1,"InChI=1S/C22H20N4O5/c27-21-17-11-18(26-20(17)23-12-24-21)13-8-14(25-22(28)19-2-1-5-30-19)10-16(9-13)31-15-3-6-29-7-4-15/h1-2,5,8-12,15H,3-4,6-7H2,(H,25,28)(H2,23,24,26,27)",0.4466307461261749,0.39,0.16
c1(NC(=O)c2scnc2)cc(-c2cncc3c(=N)[nH][nH]c32)c[nH]c1=O,"InChI=1S/C15H11N7O2S/c16-13-9-4-17-3-8(12(9)21-22-13)7-1-10(14(23)19-2-7)20-15(24)11-5-18-6-25-11/h1-6H,(H,19,23)(H,20,24)(H3,16,21,22)",0.3990978598594665,0.34,0.14
c1c(-c2cnc(-c3[nH]c4c(cccc4)n3)s2)cc(CNC2CCCC2)cc1,"InChI=1S/C22H22N4S/c1-2-9-17(8-1)23-13-15-6-5-7-16(12-15)20-14-24-22(27-20)21-25-18-10-3-4-11-19(18)26-21/h3-7,10-12,14,17,23H,1-2,8-9,13H2,(H,25,26)",0.4674238562583923,0.40749666,0.16
c1(-c2c(C)cc(OCCCCCN3CCOCC3)cc2)c[nH]ccc1=O,"InChI=1S/C21H28N2O3/c1-17-15-18(5-6-19(17)20-16-22-8-7-21(20)24)26-12-4-2-3-9-23-10-13-25-14-11-23/h5-8,15-16H,2-4,9-14H2,1H3,(H,22,24)",0.485624760389328,0.4,0.07
c1cc(-c2sc3c(n2)cccc3)cc(NC(=O)c2cc3c(cn2)CCCC3)c1N1CCCC1,"InChI=1S/C27H26N4OS/c32-26(23-15-18-7-1-2-8-20(18)17-28-23)29-22-16-19(11-12-24(22)31-13-5-6-14-31)27-30-21-9-3-4-10-25(21)33-27/h3-4,9-12,15-17H,1-2,5-8,13-14H2,(H,29,32)",0.5796248912811279,0.5,0.16
Cc1cc(N2CCOCC2)nc(-c2ccc(NC(N3CCOCC3)=O)cc2)n1,"InChI=1S/C20H25N5O3/c1-15-14-18(24-6-10-27-11-7-24)23-19(21-15)16-2-4-17(5-3-16)22-20(26)25-8-12-28-13-9-25/h2-5,14H,6-13H2,1H3,(H,22,26)",0.479967713356018,0.4,0.11
[nH]1c(=NCC)cc(-c2c(NCc3ccncc3)nc(C3CC3)s2)[nH]c1=NCC,"InChI=1S/C20H25N7S/c1-3-22-16-11-15(25-20(26-16)23-4-2)17-18(27-19(28-17)14-5-6-14)24-12-13-7-9-21-10-8-13/h7-11,14,24H,3-6,12H2,1-2H3,(H2,22,23,25,26)",0.2667181491851806,0.28,0.23
c1c(-c2sc3ccccc3n2)c(-c2ccc(C(NCC3NCCC3)=O)cc2)[nH]c1-c1cscc1,"InChI=1S/C27H24N4OS2/c32-26(29-15-20-4-3-12-28-20)18-9-7-17(8-10-18)25-21(14-23(30-25)19-11-13-33-16-19)27-31-22-5-1-2-6-24(22)34-27/h1-2,5-11,13-14,16,20,28,30H,3-4,12,15H2,(H,29,32)",0.3735970556735992,0.31,0.11
c1ccc(-c2c[nH]c(=NCCCc3cccc(N4CCCCC4)c3)cn2)cc1,"InChI=1S/C24H28N4/c1-3-11-21(12-4-1)23-18-27-24(19-26-23)25-14-8-10-20-9-7-13-22(17-20)28-15-5-2-6-16-28/h1,3-4,7,9,11-13,17-19H,2,5-6,8,10,14-16H2,(H,25,27)",0.3939370810985565,0.33,0.12
n1cc(NC(=O)c2sc3c(c2)CCC3)c(N2CCCCC2)cc1-c1cnco1,"InChI=1S/C21H22N4O2S/c26-21(20-9-14-5-4-6-19(14)28-20)24-16-11-23-15(18-12-22-13-27-18)10-17(16)25-7-2-1-3-8-25/h9-13H,1-8H2,(H,24,26)",0.3763589560985565,0.31,0.09
c1c(-c2ccc(NC3CCNCC3)cc2)ccc(NC(=O)c2ccc3c(cccn3)c2)c1,"InChI=1S/C27H26N4O/c32-27(22-7-12-26-21(18-22)2-1-15-29-26)31-24-10-5-20(6-11-24)19-3-8-23(9-4-19)30-25-13-16-28-17-14-25/h1-12,15,18,25,28,30H,13-14,16-17H2,(H,31,32)",0.2673916816711426,0.58,0.36
c1ccc2[nH]c(=NC(Nc3ccccc3)=O)[nH]c2c1-c1ncnn1C,"InChI=1S/C17H15N7O/c1-24-15(18-10-19-24)12-8-5-9-13-14(12)22-16(21-13)23-17(25)20-11-6-3-2-4-7-11/h2-10H,1H3,(H3,20,21,22,23,25)",0.3868452310562134,0.43,0.24
c12ccccc1c(NCCCNCc1ccccc1)cc(=O)[nH]2,"InChI=1S/C19H21N3O/c23-19-13-18(16-9-4-5-10-17(16)22-19)21-12-6-11-20-14-15-7-2-1-3-8-15/h1-5,7-10,13,20H,6,11-12,14H2,(H2,21,22,23)",0.2715589702129364,0.25,0.2
c1(-c2c[nH]c(=NC3=NCCN3)cc2)cnco1,"InChI=1S/C11H11N5O/c1-2-10(16-11-13-3-4-14-11)15-5-8(1)9-6-12-7-17-9/h1-2,5-7H,3-4H2,(H2,13,14,15,16)",0.3153291642665863,0.25,0.06
[nH]1c(-c2cc(OCCCN3CCCCCC3)ccc2)cc2ccccc12,"InChI=1S/C23H28N2O/c1-2-6-14-25(13-5-1)15-8-16-26-21-11-7-10-19(17-21)23-18-20-9-3-4-12-22(20)24-23/h3-4,7,9-12,17-18,24H,1-2,5-6,8,13-16H2",0.3618154227733612,0.31,0.15
n1(-c2ccc(NC(=O)c3c(=N)[nH]ccn3)cc2)c(-c2ccc3c(c2)CCO3)cc(C2CC2)n1,"InChI=1S/C25H22N6O2/c26-24-23(27-10-11-28-24)25(32)29-18-4-6-19(7-5-18)31-21(14-20(30-31)15-1-2-15)16-3-8-22-17(13-16)9-12-33-22/h3-8,10-11,13-15H,1-2,9,12H2,(H2,26,28)(H,29,32)",0.3800470232963562,0.32,0.13
c1c(-c2ccc(NC(c3cc4c(s3)cccc4)=O)cc2)cn[nH]1,"InChI=1S/C18H13N3OS/c22-18(17-9-13-3-1-2-4-16(13)23-17)21-15-7-5-12(6-8-15)14-10-19-20-11-14/h1-11H,(H,19,20)(H,21,22)",0.4299354553222656,0.62,0.29
c12c(O)c3c(c(O)c1ccc(NC1CC1)c2)cccc3,"InChI=1S/C17H15NO2/c19-16-12-3-1-2-4-13(12)17(20)15-9-11(7-8-14(15)16)18-10-5-6-10/h1-4,7-10,18-20H,5-6H2",0.3783235549926758,0.33,0.16
c1(-c2cnc(-c3oc4c(ccc(OC5CCCC5)c4)n3)cc2)cn(C)nc1,"InChI=1S/C21H20N4O2/c1-25-13-15(12-23-25)14-6-8-19(22-11-14)21-24-18-9-7-17(10-20(18)27-21)26-16-4-2-3-5-16/h6-13,16H,2-5H2,1H3",0.4007244706153869,0.33,0.07
c1(NCc2cnc3c(c2)cccc3)cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2ccccc2)c1,"InChI=1S/C35H34N4O2/c40-35(38-22-26-6-2-1-3-7-26)32-19-31(29-12-10-27(11-13-29)25-39-14-16-41-17-15-39)20-33(21-32)36-23-28-18-30-8-4-5-9-34(30)37-24-28/h1-13,18-21,24,36H,14-17,22-23,25H2,(H,38,40)",0.2336988002061844,0.16,0.1
c1(-c2cn3c(-c4ccc(N5CCC(N6CCCCC6)CC5)cc4)cnc3cc2)cnn(C)c1,"InChI=1S/C27H32N6/c1-30-19-23(17-29-30)22-7-10-27-28-18-26(33(27)20-22)21-5-8-24(9-6-21)32-15-11-25(12-16-32)31-13-3-2-4-14-31/h5-10,17-20,25H,2-4,11-16H2,1H3",0.3763589560985565,0.31,0.09
c1ccnc(N=c2sc3c([nH]2)ccc(NC2CCCCC2)c3)c1OC,"InChI=1S/C19H22N4OS/c1-24-16-8-5-11-20-18(16)23-19-22-15-10-9-14(12-17(15)25-19)21-13-6-3-2-4-7-13/h5,8-13,21H,2-4,6-7H2,1H3,(H,20,22,23)",0.5215505957603455,0.43,0.09
c1(-c2nc(-c3c[nH]c(=NCC4OCCCC4)cc3)cnc2)c[nH]c(=N)cn1,"InChI=1S/C19H21N7O/c20-18-12-22-16(11-23-18)17-10-21-9-15(26-17)13-4-5-19(24-7-13)25-8-14-3-1-2-6-27-14/h4-5,7,9-12,14H,1-3,6,8H2,(H2,20,23)(H,24,25)",0.2334758043289184,0.18,0.17
c1cccc(-c2c(=NCCc3ccccn3)[nH]c(=NC3CCOCC3)[nH]c2)c1,"InChI=1S/C22H25N5O/c1-2-6-17(7-3-1)20-16-25-22(26-19-10-14-28-15-11-19)27-21(20)24-13-9-18-8-4-5-12-23-18/h1-8,12,16,19H,9-11,13-15H2,(H2,24,25,26,27)",0.3618154227733612,0.31,0.15
[nH]1c2c(nc1N1CCCCC1)c(=Nc1ccc(C(=O)NC3CC3)cc1F)[nH]cn2,"InChI=1S/C20H22FN7O/c21-14-10-12(19(29)24-13-5-6-13)4-7-15(14)25-17-16-18(23-11-22-17)27-20(26-16)28-8-2-1-3-9-28/h4,7,10-11,13H,1-3,5-6,8-9H2,(H,24,29)(H2,22,23,25,26,27)",0.4416272640228271,0.4,0.18
c1(-c2[nH]c(=N)[nH]c(=NC3CC3)c2)c[nH]c(=NC2CCC(C)CC2)s1,"InChI=1S/C17H24N6S/c1-10-2-4-12(5-3-10)21-17-19-9-14(24-17)13-8-15(20-11-6-7-11)23-16(18)22-13/h8-12H,2-7H2,1H3,(H,19,21)(H3,18,20,22,23)",0.417014330625534,0.35,0.12
c1c(-c2c[nH]c(=NCC3CCCCC3)cc2)c[nH]c(=NCCCc2ccccc2)n1,"InChI=1S/C25H31N5/c1-3-8-20(9-4-1)12-7-15-26-25-29-18-23(19-30-25)22-13-14-24(28-17-22)27-16-21-10-5-2-6-11-21/h1,3-4,8-9,13-14,17-19,21H,2,5-7,10-12,15-16H2,(H,27,28)(H,26,29,30)",0.4051747918128967,0.47,0.25
N(c1c(-c2[nH]c(C)nc(=O)c2)cc(-c2sc(N3CCOCC3)nc(=O)c2)cc1)C(c1cscn1)=O,"InChI=1S/C23H20N6O4S2/c1-13-25-17(9-20(30)26-13)15-8-14(2-3-16(15)27-22(32)18-11-34-12-24-18)19-10-21(31)28-23(35-19)29-4-6-33-7-5-29/h2-3,8-12H,4-7H2,1H3,(H,27,32)(H,25,26,30)",0.3902556598186493,0.32,0.05
c1(OCCNCCOc2ccccc2)ccccc1OC,"InChI=1S/C17H21NO3/c1-19-16-9-5-6-10-17(16)21-14-12-18-11-13-20-15-7-3-2-4-8-15/h2-10,18H,11-14H2,1H3",0.3800470232963562,0.32,0.13
Cc1ccc2nc(N3CCOCC3)c(-c3ccccc3)nc2c1,"InChI=1S/C19H19N3O/c1-14-7-8-16-17(13-14)20-18(15-5-3-2-4-6-15)19(21-16)22-9-11-23-12-10-22/h2-8,13H,9-12H2,1H3",0.3256694078445434,0.26,0.05
c1cc2c(O)c(NC3CC3)cc(O)c2cc1Cc1cccnc1,"InChI=1S/C19H18N2O2/c22-18-10-17(21-14-4-5-14)19(23)15-6-3-12(9-16(15)18)8-13-2-1-7-20-11-13/h1-3,6-7,9-11,14,21-23H,4-5,8H2",0.4531327188014984,0.41,0.18
c1(-c2cnc3ccc(=NCC4CC4)[nH]n32)cnc(OC)cc1,"InChI=1S/C16H17N5O/c1-22-16-7-4-12(9-19-16)13-10-18-15-6-5-14(20-21(13)15)17-8-11-2-3-11/h4-7,9-11H,2-3,8H2,1H3,(H,17,20)",0.3164617717266083,0.3,0.2
[nH]1c(=N)[nH]c(=NCc2c(OC)cc(OCc3ccccc3)cc2)cc1,"InChI=1S/C19H20N4O2/c1-24-17-11-16(25-13-14-5-3-2-4-6-14)8-7-15(17)12-22-18-9-10-21-19(20)23-18/h2-11H,12-13H2,1H3,(H3,20,21,22,23)",0.4552797675132751,0.38,0.11
c1(OCCN=c2[nH]cnc3ccc(C4CC4)cc23)ccccc1,"InChI=1S/C19H19N3O/c1-2-4-16(5-3-1)23-11-10-20-19-17-12-15(14-6-7-14)8-9-18(17)21-13-22-19/h1-5,8-9,12-14H,6-7,10-11H2,(H,20,21,22)",0.3847298324108124,0.32,0.11
n1c(-c2ccc(NC(=O)c3ccoc3C)cc2)ccnc1N1CCOCC1,"InChI=1S/C20H20N4O3/c1-14-17(7-11-27-14)19(25)22-16-4-2-15(3-5-16)18-6-8-21-20(23-18)24-9-12-26-13-10-24/h2-8,11H,9-10,12-13H2,1H3,(H,22,25)",0.5945712327957153,0.67,0.24
c1(-c2csc(=NCC3CCC3)[nH]2)ncc(-c2cnc(=N)[nH]c2)nc1,"InChI=1S/C16H17N7S/c17-15-20-5-11(6-21-15)12-7-19-13(8-18-12)14-9-24-16(23-14)22-4-10-2-1-3-10/h5-10H,1-4H2,(H,22,23)(H2,17,20,21)",0.2972727417945862,0.25,0.16
c1c(-c2cccc(C(NC3CC3)=O)c2)cc(NC2CC2)c(C2=CCCC2)c1,"InChI=1S/C24H26N2O/c27-24(26-21-11-12-21)19-7-3-6-17(14-19)18-8-13-22(16-4-1-2-5-16)23(15-18)25-20-9-10-20/h3-4,6-8,13-15,20-21,25H,1-2,5,9-12H2,(H,26,27)",0.4026080071926117,0.34,0.13
c1c(Oc2cnc(=NCCOc3ccccc3)[nH]c2C)ccc(OCC)c1,"InChI=1S/C21H23N3O3/c1-3-25-18-9-11-19(12-10-18)27-20-15-23-21(24-16(20)2)22-13-14-26-17-7-5-4-6-8-17/h4-12,15H,3,13-14H2,1-2H3,(H,22,23,24)",0.2679699957370758,0.2,0.08
c1(N=c2[nH]cc[nH]2)cc(OCCN2CCCCC2)c(Cl)cc1C,"InChI=1S/C17H23ClN4O/c1-13-11-14(18)16(12-15(13)21-17-19-5-6-20-17)23-10-9-22-7-3-2-4-8-22/h5-6,11-12H,2-4,7-10H2,1H3,(H2,19,20,21)",0.526054859161377,0.45,0.15
c1(-c2ccncc2)c[nH]c(=NC2CCNCC2)nc1-c1sccc1,"InChI=1S/C18H19N5S/c1-2-16(24-11-1)17-15(13-3-7-19-8-4-13)12-21-18(23-17)22-14-5-9-20-10-6-14/h1-4,7-8,11-12,14,20H,5-6,9-10H2,(H,21,22,23)",0.3228269219398498,0.44,0.28
c12[nH]c(-c3c4[nH]c(=NCC5CC5)[nH]c4c(OC4CCOC4)cc3)cc1cc(F)cc2,"InChI=1S/C23H23FN4O2/c24-15-3-5-18-14(9-15)10-19(26-18)17-4-6-20(30-16-7-8-29-12-16)22-21(17)27-23(28-22)25-11-13-1-2-13/h3-6,9-10,13,16,26H,1-2,7-8,11-12H2,(H2,25,27,28)",0.3767335712909698,0.32,0.14
c1cc(Nc2c3[nH]c(=O)sc3ccc2)ccc1Oc1ccccc1,"InChI=1S/C19H14N2O2S/c22-19-21-18-16(7-4-8-17(18)24-19)20-13-9-11-15(12-10-13)23-14-5-2-1-3-6-14/h1-12,20H,(H,21,22)",0.8268072009086609,0.72,0.13
n1c[nH]c(=NCc2c(-n3cncn3)cccc2)c2cc(C3CC3)[nH]c12,"InChI=1S/C18H17N7/c1-2-4-16(25-11-19-9-23-25)13(3-1)8-20-17-14-7-15(12-5-6-12)24-18(14)22-10-21-17/h1-4,7,9-12H,5-6,8H2,(H2,20,21,22,24)",0.2355508953332901,0.17,0.14
c1ccc(-c2csc(=NCCCN=c3[nH]cccc3)[nH]2)cc1-c1cnc(C2CC2)cc1,"InChI=1S/C25H25N5S/c1-2-12-26-24(7-1)27-13-4-14-28-25-30-23(17-31-25)20-6-3-5-19(15-20)21-10-11-22(29-16-21)18-8-9-18/h1-3,5-7,10-12,15-18H,4,8-9,13-14H2,(H,26,27)(H,28,30)",0.3606090247631073,0.37,0.22
N(c1cn[nH]c1C)C1CCCc2nc(C)sc21,"InChI=1S/C12H16N4S/c1-7-11(6-13-16-7)15-10-5-3-4-9-12(10)17-8(2)14-9/h6,10,15H,3-5H2,1-2H3,(H,13,16)",0.1932930648326873,0.1,0.03
c1c(-c2ccc(NC(=O)c3nc4c(CN5CCOCC5)cccc4[nH]3)cc2)cccc1,"InChI=1S/C25H24N4O2/c30-25(26-21-11-9-19(10-12-21)18-5-2-1-3-6-18)24-27-22-8-4-7-20(23(22)28-24)17-29-13-15-31-16-14-29/h1-12H,13-17H2,(H,26,30)(H,27,28)",0.3142807483673095,0.25,0.08
c1cc(Nc2ccc3c(c2)CCC3)cc(OCC2CCN2)c1Cl,"InChI=1S/C19H21ClN2O/c20-18-7-6-16(11-19(18)23-12-17-8-9-21-17)22-15-5-4-13-2-1-3-14(13)10-15/h4-7,10-11,17,21-22H,1-3,8-9,12H2",0.4089616239070892,0.35749668,0.16
c1cc2[nH]c(-c3cccnc3N3CCCCC3)nc2cc1-c1oc(C)cn1,"InChI=1S/C21H21N5O/c1-14-13-23-21(27-14)15-7-8-17-18(12-15)25-19(24-17)16-6-5-9-22-20(16)26-10-3-2-4-11-26/h5-9,12-13H,2-4,10-11H2,1H3,(H,24,25)",0.3715978860855102,0.31,0.12
n1c(-c2ccccc2OCCCc2ccccc2)sc(=N)[nH]1,"InChI=1S/C17H17N3OS/c18-17-20-19-16(22-17)14-10-4-5-11-15(14)21-12-6-9-13-7-2-1-3-8-13/h1-5,7-8,10-11H,6,9,12H2,(H2,18,20)",0.1994421184062957,0.11,0.06
c1cc(-c2scc(-c3ccnc(N4CCOCC4)n3)n2)cc(NC2CCC2)c1,"InChI=1S/C21H23N5OS/c1-3-15(13-17(6-1)23-16-4-2-5-16)20-24-19(14-28-20)18-7-8-22-21(25-18)26-9-11-27-12-10-26/h1,3,6-8,13-14,16,23H,2,4-5,9-12H2",0.457847386598587,0.39,0.14
c1(Cc2nnc3sc(-c4ccccc4Br)nn23)[nH][nH]c(=N)c1,"InChI=1S/C13H10BrN7S/c14-9-4-2-1-3-8(9)12-20-21-11(18-19-13(21)22-12)6-7-5-10(15)17-16-7/h1-5H,6H2,(H3,15,16,17)",0.2510971128940582,0.18,0.07909091
c1(-c2sc3ccccc3n2)cc(-c2sc3c(=NC4CC4)[nH]ccc3c2)c(=N)[nH]c1,"InChI=1S/C22H17N5S2/c23-20-15(9-13(11-25-20)22-27-16-3-1-2-4-17(16)29-22)18-10-12-7-8-24-21(19(12)28-18)26-14-5-6-14/h1-4,7-11,14H,5-6H2,(H2,23,25)(H,24,26)",0.4297312796115875,0.41,0.2
